[0] reg4 = 103548; prev reg4 = -1
[3073] reg4 = 15897524; prev reg4 = 11937235
[3074] reg4 = 6907449; prev reg4 = 15897524
[3075] reg4 = 9456677; prev reg4 = 6907449
[3076] reg4 = 6752151; prev reg4 = 9456677
[3077] reg4 = 3026210; prev reg4 = 6752151
[3078] reg4 = 13472577; prev reg4 = 3026210
[3079] reg4 = 1324814; prev reg4 = 13472577
[3080] reg4 = 12735265; prev reg4 = 1324814
[3081] reg4 = 7204928; prev reg4 = 12735265
[3082] reg4 = 2609104; prev reg4 = 7204928
[3083] reg4 = 12910949; prev reg4 = 2609104
[3084] reg4 = 9017824; prev reg4 = 12910949
[3085] reg4 = 14990981; prev reg4 = 9017824
[3086] reg4 = 12538933; prev reg4 = 14990981
[3087] reg4 = 10691529; prev reg4 = 12538933
[3088] reg4 = 16635560; prev reg4 = 10691529
[3089] reg4 = 12703470; prev reg4 = 16635560
[3090] reg4 = 14270604; prev reg4 = 12703470
[3091] reg4 = 8736488; prev reg4 = 14270604
[3092] reg4 = 12504894; prev reg4 = 8736488
[3093] reg4 = 9974167; prev reg4 = 12504894
[3094] reg4 = 13690466; prev reg4 = 9974167
[3095] reg4 = 12682600; prev reg4 = 13690466
[3096] reg4 = 16093329; prev reg4 = 12682600
[3097] reg4 = 3752331; prev reg4 = 16093329
[3098] reg4 = 11941358; prev reg4 = 3752331
[3099] reg4 = 16120837; prev reg4 = 11941358
[3100] reg4 = 11659827; prev reg4 = 16120837
[3101] reg4 = 1896367; prev reg4 = 11659827
[3102] reg4 = 1762212; prev reg4 = 1896367
[3103] reg4 = 12798097; prev reg4 = 1762212
[3104] reg4 = 4601501; prev reg4 = 12798097
[3105] reg4 = 13871531; prev reg4 = 4601501
[3106] reg4 = 11384276; prev reg4 = 13871531
[3107] reg4 = 7268841; prev reg4 = 11384276
[3108] reg4 = 7811682; prev reg4 = 7268841
[3109] reg4 = 8723382; prev reg4 = 7811682
[3110] reg4 = 12794925; prev reg4 = 8723382
[3111] reg4 = 4195717; prev reg4 = 12794925
[3112] reg4 = 29688; prev reg4 = 4195717
[3113] reg4 = 12598783; prev reg4 = 29688
[3114] reg4 = 1229182; prev reg4 = 12598783
[3115] reg4 = 5385301; prev reg4 = 1229182
[3116] reg4 = 1157149; prev reg4 = 5385301
[3117] reg4 = 6318587; prev reg4 = 1157149
[3118] reg4 = 12533726; prev reg4 = 6318587
[3119] reg4 = 2121063; prev reg4 = 12533726
[3120] reg4 = 9397366; prev reg4 = 2121063
[3121] reg4 = 3079260; prev reg4 = 9397366
[3122] reg4 = 9548198; prev reg4 = 3079260
[3123] reg4 = 1253479; prev reg4 = 9548198
[3124] reg4 = 567943; prev reg4 = 1253479
[3125] reg4 = 761459; prev reg4 = 567943
[3126] reg4 = 9194017; prev reg4 = 761459
[3127] reg4 = 10455853; prev reg4 = 9194017
[3128] reg4 = 12888464; prev reg4 = 10455853
[3129] reg4 = 1860921; prev reg4 = 12888464
[3130] reg4 = 7069096; prev reg4 = 1860921
[3131] reg4 = 1514231; prev reg4 = 7069096
[3132] reg4 = 12095117; prev reg4 = 1514231
[3133] reg4 = 3765689; prev reg4 = 12095117
[3134] reg4 = 7756396; prev reg4 = 3765689
[3135] reg4 = 7742428; prev reg4 = 7756396
[3136] reg4 = 3011181; prev reg4 = 7742428
[3137] reg4 = 7484697; prev reg4 = 3011181
[3138] reg4 = 10898058; prev reg4 = 7484697
[3139] reg4 = 12062230; prev reg4 = 10898058
[3140] reg4 = 16101028; prev reg4 = 12062230
[3141] reg4 = 15068514; prev reg4 = 16101028
[3142] reg4 = 12432595; prev reg4 = 15068514
[3143] reg4 = 10625421; prev reg4 = 12432595
[3144] reg4 = 2764226; prev reg4 = 10625421
[3145] reg4 = 13844853; prev reg4 = 2764226
[3146] reg4 = 15081770; prev reg4 = 13844853
[3147] reg4 = 9263637; prev reg4 = 15081770
[3148] reg4 = 15033049; prev reg4 = 9263637
[3149] reg4 = 11969781; prev reg4 = 15033049
[3150] reg4 = 12660865; prev reg4 = 11969781
[3151] reg4 = 11939135; prev reg4 = 12660865
[3152] reg4 = 14895488; prev reg4 = 11939135
[3153] reg4 = 15451443; prev reg4 = 14895488
[3154] reg4 = 2022704; prev reg4 = 15451443
[3155] reg4 = 8611915; prev reg4 = 2022704
[3156] reg4 = 11662411; prev reg4 = 8611915
[3157] reg4 = 111281; prev reg4 = 11662411
[3158] reg4 = 9424513; prev reg4 = 111281
[3159] reg4 = 13997191; prev reg4 = 9424513
[3160] reg4 = 4752337; prev reg4 = 13997191
[3161] reg4 = 13319938; prev reg4 = 4752337
[3162] reg4 = 16717591; prev reg4 = 13319938
[3163] reg4 = 14223034; prev reg4 = 16717591
[3164] reg4 = 7531368; prev reg4 = 14223034
[3165] reg4 = 12072877; prev reg4 = 7531368
[3166] reg4 = 7082810; prev reg4 = 12072877
[3167] reg4 = 9456681; prev reg4 = 7082810
[3168] reg4 = 8026339; prev reg4 = 9456681
[3169] reg4 = 845259; prev reg4 = 8026339
[3170] reg4 = 2280142; prev reg4 = 845259
[3171] reg4 = 8336758; prev reg4 = 2280142
[3172] reg4 = 7759285; prev reg4 = 8336758
[3173] reg4 = 2168186; prev reg4 = 7759285
[3174] reg4 = 2816663; prev reg4 = 2168186
[3175] reg4 = 16543145; prev reg4 = 2816663
[3176] reg4 = 2987360; prev reg4 = 16543145
[3177] reg4 = 12191661; prev reg4 = 2987360
[3178] reg4 = 15569760; prev reg4 = 12191661
[3179] reg4 = 13308539; prev reg4 = 15569760
[3180] reg4 = 5423053; prev reg4 = 13308539
[3181] reg4 = 6455104; prev reg4 = 5423053
[3182] reg4 = 12881401; prev reg4 = 6455104
[3183] reg4 = 8025864; prev reg4 = 12881401
[3184] reg4 = 813073; prev reg4 = 8025864
[3185] reg4 = 2187819; prev reg4 = 813073
[3186] reg4 = 10735263; prev reg4 = 2187819
[3187] reg4 = 8094365; prev reg4 = 10735263
[3188] reg4 = 2671187; prev reg4 = 8094365
[3189] reg4 = 7294031; prev reg4 = 2671187
[3190] reg4 = 1113343; prev reg4 = 7294031
[3191] reg4 = 9162741; prev reg4 = 1113343
[3192] reg4 = 14509872; prev reg4 = 9162741
[3193] reg4 = 11613295; prev reg4 = 14509872
[3194] reg4 = 11445149; prev reg4 = 11613295
[3195] reg4 = 3499496; prev reg4 = 11445149
[3196] reg4 = 14064749; prev reg4 = 3499496
[3197] reg4 = 9190401; prev reg4 = 14064749
[3198] reg4 = 3398319; prev reg4 = 9190401
[3199] reg4 = 7915945; prev reg4 = 3398319
[3200] reg4 = 4838576; prev reg4 = 7915945
[3201] reg4 = 8631512; prev reg4 = 4838576
[3202] reg4 = 8396014; prev reg4 = 8631512
[3203] reg4 = 10972002; prev reg4 = 8396014
[3204] reg4 = 13499127; prev reg4 = 10972002
[3205] reg4 = 7467647; prev reg4 = 13499127
[3206] reg4 = 922459; prev reg4 = 7467647
[3207] reg4 = 13774226; prev reg4 = 922459
[3208] reg4 = 9625629; prev reg4 = 13774226
[3209] reg4 = 2341577; prev reg4 = 9625629
[3210] reg4 = 15121479; prev reg4 = 2341577
[3211] reg4 = 14939519; prev reg4 = 15121479
[3212] reg4 = 572716; prev reg4 = 14939519
[3213] reg4 = 5865645; prev reg4 = 572716
[3214] reg4 = 10768859; prev reg4 = 5865645
[3215] reg4 = 2610322; prev reg4 = 10768859
[3216] reg4 = 13611752; prev reg4 = 2610322
[3217] reg4 = 6965360; prev reg4 = 13611752
[3218] reg4 = 5067554; prev reg4 = 6965360
[3219] reg4 = 16524609; prev reg4 = 5067554
[3220] reg4 = 7557024; prev reg4 = 16524609
[3221] reg4 = 2539801; prev reg4 = 7557024
[3222] reg4 = 8084466; prev reg4 = 2539801
[3223] reg4 = 14516147; prev reg4 = 8084466
[3224] reg4 = 7222336; prev reg4 = 14516147
[3225] reg4 = 8901322; prev reg4 = 7222336
[3226] reg4 = 9463742; prev reg4 = 8901322
[3227] reg4 = 1506997; prev reg4 = 9463742
[3228] reg4 = 14298603; prev reg4 = 1506997
[3229] reg4 = 4949072; prev reg4 = 14298603
[3230] reg4 = 3292862; prev reg4 = 4949072
[3231] reg4 = 2099658; prev reg4 = 3292862
[3232] reg4 = 9417691; prev reg4 = 2099658
[3233] reg4 = 12763186; prev reg4 = 9417691
[3234] reg4 = 12171912; prev reg4 = 12763186
[3235] reg4 = 4300774; prev reg4 = 12171912
[3236] reg4 = 13210293; prev reg4 = 4300774
[3237] reg4 = 7078981; prev reg4 = 13210293
[3238] reg4 = 1940195; prev reg4 = 7078981
[3239] reg4 = 6208787; prev reg4 = 1940195
[3240] reg4 = 3569284; prev reg4 = 6208787
[3241] reg4 = 4898080; prev reg4 = 3569284
[3242] reg4 = 6392415; prev reg4 = 4898080
[3243] reg4 = 10573603; prev reg4 = 6392415
[3244] reg4 = 11895700; prev reg4 = 10573603
[3245] reg4 = 1005663; prev reg4 = 11895700
[3246] reg4 = 1989307; prev reg4 = 1005663
[3247] reg4 = 10331313; prev reg4 = 1989307
[3248] reg4 = 6063511; prev reg4 = 10331313
[3249] reg4 = 7697922; prev reg4 = 6063511
[3250] reg4 = 1127140; prev reg4 = 7697922
[3251] reg4 = 9858362; prev reg4 = 1127140
[3252] reg4 = 11238593; prev reg4 = 9858362
[3253] reg4 = 16249273; prev reg4 = 11238593
[3254] reg4 = 14072178; prev reg4 = 16249273
[3255] reg4 = 1890453; prev reg4 = 14072178
[3256] reg4 = 3425431; prev reg4 = 1890453
[3257] reg4 = 7638097; prev reg4 = 3425431
[3258] reg4 = 2190439; prev reg4 = 7638097
[3259] reg4 = 3640653; prev reg4 = 2190439
[3260] reg4 = 10986986; prev reg4 = 3640653
[3261] reg4 = 5481721; prev reg4 = 10986986
[3262] reg4 = 7345153; prev reg4 = 5481721
[3263] reg4 = 5719571; prev reg4 = 7345153
[3264] reg4 = 12920621; prev reg4 = 5719571
[3265] reg4 = 9031470; prev reg4 = 12920621
[3266] reg4 = 1318869; prev reg4 = 9031470
[3267] reg4 = 4806222; prev reg4 = 1318869
[3268] reg4 = 5637636; prev reg4 = 4806222
[3269] reg4 = 8097808; prev reg4 = 5637636
[3270] reg4 = 4951738; prev reg4 = 8097808
[3271] reg4 = 10851414; prev reg4 = 4951738
[3272] reg4 = 2757598; prev reg4 = 10851414
[3273] reg4 = 7017407; prev reg4 = 2757598
[3274] reg4 = 1359986; prev reg4 = 7017407
[3275] reg4 = 4315278; prev reg4 = 1359986
[3276] reg4 = 3567966; prev reg4 = 4315278
[3277] reg4 = 5897009; prev reg4 = 3567966
[3278] reg4 = 1239178; prev reg4 = 5897009
[3279] reg4 = 7662184; prev reg4 = 1239178
[3280] reg4 = 14825418; prev reg4 = 7662184
[3281] reg4 = 2311215; prev reg4 = 14825418
[3282] reg4 = 6877459; prev reg4 = 2311215
[3283] reg4 = 2167366; prev reg4 = 6877459
[3284] reg4 = 10891664; prev reg4 = 2167366
[3285] reg4 = 12383223; prev reg4 = 10891664
[3286] reg4 = 7981248; prev reg4 = 12383223
[3287] reg4 = 14785900; prev reg4 = 7981248
[3288] reg4 = 6910101; prev reg4 = 14785900
[3289] reg4 = 12555571; prev reg4 = 6910101
[3290] reg4 = 7478300; prev reg4 = 12555571
[3291] reg4 = 10263410; prev reg4 = 7478300
[3292] reg4 = 9581737; prev reg4 = 10263410
[3293] reg4 = 11166689; prev reg4 = 9581737
[3294] reg4 = 8075272; prev reg4 = 11166689
[3295] reg4 = 14924938; prev reg4 = 8075272
[3296] reg4 = 2464140; prev reg4 = 14924938
[3297] reg4 = 15197565; prev reg4 = 2464140
[3298] reg4 = 8576674; prev reg4 = 15197565
[3299] reg4 = 15340998; prev reg4 = 8576674
[3300] reg4 = 6783401; prev reg4 = 15340998
[3301] reg4 = 7796514; prev reg4 = 6783401
[3302] reg4 = 8920915; prev reg4 = 7796514
[3303] reg4 = 4593828; prev reg4 = 8920915
[3304] reg4 = 10837570; prev reg4 = 4593828
[3305] reg4 = 3689052; prev reg4 = 10837570
[3306] reg4 = 6937394; prev reg4 = 3689052
[3307] reg4 = 2589805; prev reg4 = 6937394
[3308] reg4 = 10158361; prev reg4 = 2589805
[3309] reg4 = 15594926; prev reg4 = 10158361
[3310] reg4 = 16203415; prev reg4 = 15594926
[3311] reg4 = 2592529; prev reg4 = 16203415
[3312] reg4 = 2355512; prev reg4 = 2592529
[3313] reg4 = 9340675; prev reg4 = 2355512
[3314] reg4 = 8938078; prev reg4 = 9340675
[3315] reg4 = 280224; prev reg4 = 8938078
[3316] reg4 = 2100382; prev reg4 = 280224
[3317] reg4 = 4316610; prev reg4 = 2100382
[3318] reg4 = 7028695; prev reg4 = 4316610
[3319] reg4 = 11132934; prev reg4 = 7028695
[3320] reg4 = 13241990; prev reg4 = 11132934
[3321] reg4 = 2632826; prev reg4 = 13241990
[3322] reg4 = 10175630; prev reg4 = 2632826
[3323] reg4 = 11492872; prev reg4 = 10175630
[3324] reg4 = 2649532; prev reg4 = 11492872
[3325] reg4 = 11846381; prev reg4 = 2649532
[3326] reg4 = 15244481; prev reg4 = 11846381
[3327] reg4 = 3580099; prev reg4 = 15244481
[3328] reg4 = 15558631; prev reg4 = 3580099
[3329] reg4 = 3852916; prev reg4 = 15558631
[3330] reg4 = 14803536; prev reg4 = 3852916
[3331] reg4 = 1708894; prev reg4 = 14803536
[3332] reg4 = 15520655; prev reg4 = 1708894
[3333] reg4 = 11547640; prev reg4 = 15520655
[3334] reg4 = 7375183; prev reg4 = 11547640
[3335] reg4 = 9151978; prev reg4 = 7375183
[3336] reg4 = 3636549; prev reg4 = 9151978
[3337] reg4 = 38850; prev reg4 = 3636549
[3338] reg4 = 1713793; prev reg4 = 38850
[3339] reg4 = 10430115; prev reg4 = 1713793
[3340] reg4 = 13182165; prev reg4 = 10430115
[3341] reg4 = 3564327; prev reg4 = 13182165
[3342] reg4 = 8290110; prev reg4 = 3564327
[3343] reg4 = 14089479; prev reg4 = 8290110
[3344] reg4 = 7699208; prev reg4 = 14089479
[3345] reg4 = 6711923; prev reg4 = 7699208
[3346] reg4 = 540417; prev reg4 = 6711923
[3347] reg4 = 3614638; prev reg4 = 540417
[3348] reg4 = 7211943; prev reg4 = 3614638
[3349] reg4 = 14944398; prev reg4 = 7211943
[3350] reg4 = 5841818; prev reg4 = 14944398
[3351] reg4 = 13564541; prev reg4 = 5841818
[3352] reg4 = 2291143; prev reg4 = 13564541
[3353] reg4 = 10855492; prev reg4 = 2291143
[3354] reg4 = 5423512; prev reg4 = 10855492
[3355] reg4 = 1107843; prev reg4 = 5423512
[3356] reg4 = 7921300; prev reg4 = 1107843
[3357] reg4 = 10222350; prev reg4 = 7921300
[3358] reg4 = 11216583; prev reg4 = 10222350
[3359] reg4 = 8663429; prev reg4 = 11216583
[3360] reg4 = 6638640; prev reg4 = 8663429
[3361] reg4 = 7356612; prev reg4 = 6638640
[3362] reg4 = 2855192; prev reg4 = 7356612
[3363] reg4 = 16384667; prev reg4 = 2855192
[3364] reg4 = 10379949; prev reg4 = 16384667
[3365] reg4 = 10117999; prev reg4 = 10379949
[3366] reg4 = 4260962; prev reg4 = 10117999
[3367] reg4 = 8278502; prev reg4 = 4260962
[3368] reg4 = 3610177; prev reg4 = 8278502
[3369] reg4 = 265735; prev reg4 = 3610177
[3370] reg4 = 16238219; prev reg4 = 265735
[3371] reg4 = 11447669; prev reg4 = 16238219
[3372] reg4 = 14881834; prev reg4 = 11447669
[3373] reg4 = 9515268; prev reg4 = 14881834
[3374] reg4 = 16668513; prev reg4 = 9515268
[3375] reg4 = 4285688; prev reg4 = 16668513
[3376] reg4 = 5795816; prev reg4 = 4285688
[3377] reg4 = 7006899; prev reg4 = 5795816
[3378] reg4 = 4503021; prev reg4 = 7006899
[3379] reg4 = 8379020; prev reg4 = 4503021
[3380] reg4 = 1775124; prev reg4 = 8379020
[3381] reg4 = 863164; prev reg4 = 1775124
[3382] reg4 = 15198087; prev reg4 = 863164
[3383] reg4 = 6520658; prev reg4 = 15198087
[3384] reg4 = 1838031; prev reg4 = 6520658
[3385] reg4 = 5505344; prev reg4 = 1838031
[3386] reg4 = 6628113; prev reg4 = 5505344
[3387] reg4 = 4268822; prev reg4 = 6628113
[3388] reg4 = 3489193; prev reg4 = 4268822
[3389] reg4 = 14939928; prev reg4 = 3489193
[3390] reg4 = 12852537; prev reg4 = 14939928
[3391] reg4 = 5507032; prev reg4 = 12852537
[3392] reg4 = 5768367; prev reg4 = 5507032
[3393] reg4 = 833765; prev reg4 = 5768367
[3394] reg4 = 11055287; prev reg4 = 833765
[3395] reg4 = 10871097; prev reg4 = 11055287
[3396] reg4 = 9826332; prev reg4 = 10871097
[3397] reg4 = 10554588; prev reg4 = 9826332
[3398] reg4 = 15724380; prev reg4 = 10554588
[3399] reg4 = 5938817; prev reg4 = 15724380
[3400] reg4 = 2148379; prev reg4 = 5938817
[3401] reg4 = 6758181; prev reg4 = 2148379
[3402] reg4 = 4477316; prev reg4 = 6758181
[3403] reg4 = 2124861; prev reg4 = 4477316
[3404] reg4 = 7038895; prev reg4 = 2124861
[3405] reg4 = 11001846; prev reg4 = 7038895
[3406] reg4 = 8296135; prev reg4 = 11001846
[3407] reg4 = 14230545; prev reg4 = 8296135
[3408] reg4 = 9292363; prev reg4 = 14230545
[3409] reg4 = 7146827; prev reg4 = 9292363
[3410] reg4 = 13819222; prev reg4 = 7146827
[3411] reg4 = 15801305; prev reg4 = 13819222
[3412] reg4 = 14283946; prev reg4 = 15801305
[3413] reg4 = 16231990; prev reg4 = 14283946
[3414] reg4 = 13714574; prev reg4 = 16231990
[3415] reg4 = 15051418; prev reg4 = 13714574
[3416] reg4 = 4534416; prev reg4 = 15051418
[3417] reg4 = 8545864; prev reg4 = 4534416
[3418] reg4 = 15948256; prev reg4 = 8545864
[3419] reg4 = 5154451; prev reg4 = 15948256
[3420] reg4 = 2902709; prev reg4 = 5154451
[3421] reg4 = 942857; prev reg4 = 2902709
[3422] reg4 = 12874956; prev reg4 = 942857
[3423] reg4 = 8878176; prev reg4 = 12874956
[3424] reg4 = 10238038; prev reg4 = 8878176
[3425] reg4 = 8457738; prev reg4 = 10238038
[3426] reg4 = 8588120; prev reg4 = 8457738
[3427] reg4 = 7874381; prev reg4 = 8588120
[3428] reg4 = 14216650; prev reg4 = 7874381
[3429] reg4 = 11216263; prev reg4 = 14216650
[3430] reg4 = 7674380; prev reg4 = 11216263
[3431] reg4 = 10539942; prev reg4 = 7674380
[3432] reg4 = 13865897; prev reg4 = 10539942
[3433] reg4 = 1294664; prev reg4 = 13865897
[3434] reg4 = 4960979; prev reg4 = 1294664
[3435] reg4 = 8354421; prev reg4 = 4960979
[3436] reg4 = 11158847; prev reg4 = 8354421
[3437] reg4 = 1538516; prev reg4 = 11158847
[3438] reg4 = 3633627; prev reg4 = 1538516
[3439] reg4 = 12160952; prev reg4 = 3633627
[3440] reg4 = 14842467; prev reg4 = 12160952
[3441] reg4 = 12014901; prev reg4 = 14842467
[3442] reg4 = 7543594; prev reg4 = 12014901
[3443] reg4 = 566595; prev reg4 = 7543594
[3444] reg4 = 8981194; prev reg4 = 566595
[3445] reg4 = 13650444; prev reg4 = 8981194
[3446] reg4 = 8247498; prev reg4 = 13650444
[3447] reg4 = 9857510; prev reg4 = 8247498
[3448] reg4 = 9402785; prev reg4 = 9857510
[3449] reg4 = 12072826; prev reg4 = 9402785
[3450] reg4 = 7614129; prev reg4 = 12072826
[3451] reg4 = 10685337; prev reg4 = 7614129
[3452] reg4 = 13911488; prev reg4 = 10685337
[3453] reg4 = 11844405; prev reg4 = 13911488
[3454] reg4 = 8531466; prev reg4 = 11844405
[3455] reg4 = 8742222; prev reg4 = 8531466
[3456] reg4 = 3834863; prev reg4 = 8742222
[3457] reg4 = 5176546; prev reg4 = 3834863
[3458] reg4 = 4010616; prev reg4 = 5176546
[3459] reg4 = 11909274; prev reg4 = 4010616
[3460] reg4 = 15012510; prev reg4 = 11909274
[3461] reg4 = 1508356; prev reg4 = 15012510
[3462] reg4 = 9121758; prev reg4 = 1508356
[3463] reg4 = 7071771; prev reg4 = 9121758
[3464] reg4 = 11657011; prev reg4 = 7071771
[3465] reg4 = 13947324; prev reg4 = 11657011
[3466] reg4 = 12764949; prev reg4 = 13947324
[3467] reg4 = 1366064; prev reg4 = 12764949
[3468] reg4 = 4279424; prev reg4 = 1366064
[3469] reg4 = 13690792; prev reg4 = 4279424
[3470] reg4 = 15582931; prev reg4 = 13690792
[3471] reg4 = 169631; prev reg4 = 15582931
[3472] reg4 = 10094405; prev reg4 = 169631
[3473] reg4 = 13886536; prev reg4 = 10094405
[3474] reg4 = 9773662; prev reg4 = 13886536
[3475] reg4 = 1026404; prev reg4 = 9773662
[3476] reg4 = 9405667; prev reg4 = 1026404
[3477] reg4 = 4268755; prev reg4 = 9405667
[3478] reg4 = 15983671; prev reg4 = 4268755
[3479] reg4 = 6467131; prev reg4 = 15983671
[3480] reg4 = 5554257; prev reg4 = 6467131
[3481] reg4 = 14797979; prev reg4 = 5554257
[3482] reg4 = 16147401; prev reg4 = 14797979
[3483] reg4 = 5438468; prev reg4 = 16147401
[3484] reg4 = 665642; prev reg4 = 5438468
[3485] reg4 = 9975088; prev reg4 = 665642
[3486] reg4 = 3951585; prev reg4 = 9975088
[3487] reg4 = 13392566; prev reg4 = 3951585
[3488] reg4 = 3427788; prev reg4 = 13392566
[3489] reg4 = 934401; prev reg4 = 3427788
[3490] reg4 = 12925019; prev reg4 = 934401
[3491] reg4 = 12686433; prev reg4 = 12925019
[3492] reg4 = 8106787; prev reg4 = 12686433
[3493] reg4 = 3164206; prev reg4 = 8106787
[3494] reg4 = 13775742; prev reg4 = 3164206
[3495] reg4 = 4307447; prev reg4 = 13775742
[3496] reg4 = 817922; prev reg4 = 4307447
[3497] reg4 = 14724361; prev reg4 = 817922
[3498] reg4 = 550924; prev reg4 = 14724361
[3499] reg4 = 331488; prev reg4 = 550924
[3500] reg4 = 1476838; prev reg4 = 331488
[3501] reg4 = 3610760; prev reg4 = 1476838
[3502] reg4 = 863870; prev reg4 = 3610760
[3503] reg4 = 4363160; prev reg4 = 863870
[3504] reg4 = 3167125; prev reg4 = 4363160
[3505] reg4 = 980694; prev reg4 = 3167125
[3506] reg4 = 11694974; prev reg4 = 980694
[3507] reg4 = 2243287; prev reg4 = 11694974
[3508] reg4 = 2714705; prev reg4 = 2243287
[3509] reg4 = 13937027; prev reg4 = 2714705
[3510] reg4 = 15551410; prev reg4 = 13937027
[3511] reg4 = 10019081; prev reg4 = 15551410
[3512] reg4 = 10522504; prev reg4 = 10019081
[3513] reg4 = 14747851; prev reg4 = 10522504
[3514] reg4 = 8232373; prev reg4 = 14747851
[3515] reg4 = 6796916; prev reg4 = 8232373
[3516] reg4 = 3009088; prev reg4 = 6796916
[3517] reg4 = 14116026; prev reg4 = 3009088
[3518] reg4 = 12707968; prev reg4 = 14116026
[3519] reg4 = 15943140; prev reg4 = 12707968
[3520] reg4 = 8511851; prev reg4 = 15943140
[3521] reg4 = 6604102; prev reg4 = 8511851
[3522] reg4 = 16021847; prev reg4 = 6604102
[3523] reg4 = 11999262; prev reg4 = 16021847
[3524] reg4 = 9087392; prev reg4 = 11999262
[3525] reg4 = 3135531; prev reg4 = 9087392
[3526] reg4 = 4400063; prev reg4 = 3135531
[3527] reg4 = 7123786; prev reg4 = 4400063
[3528] reg4 = 14664953; prev reg4 = 7123786
[3529] reg4 = 16593317; prev reg4 = 14664953
[3530] reg4 = 7962808; prev reg4 = 16593317
[3531] reg4 = 16381644; prev reg4 = 7962808
[3532] reg4 = 7152654; prev reg4 = 16381644
[3533] reg4 = 1219630; prev reg4 = 7152654
[3534] reg4 = 9760168; prev reg4 = 1219630
[3535] reg4 = 12681749; prev reg4 = 9760168
[3536] reg4 = 14293373; prev reg4 = 12681749
[3537] reg4 = 5546546; prev reg4 = 14293373
[3538] reg4 = 16436448; prev reg4 = 5546546
[3539] reg4 = 6286086; prev reg4 = 16436448
[3540] reg4 = 13091723; prev reg4 = 6286086
[3541] reg4 = 16146746; prev reg4 = 13091723
[3542] reg4 = 15459381; prev reg4 = 16146746
[3543] reg4 = 5302845; prev reg4 = 15459381
[3544] reg4 = 15532749; prev reg4 = 5302845
[3545] reg4 = 8607497; prev reg4 = 15532749
[3546] reg4 = 1636508; prev reg4 = 8607497
[3547] reg4 = 5413968; prev reg4 = 1636508
[3548] reg4 = 8031086; prev reg4 = 5413968
[3549] reg4 = 14444439; prev reg4 = 8031086
[3550] reg4 = 10869204; prev reg4 = 14444439
[3551] reg4 = 13058197; prev reg4 = 10869204
[3552] reg4 = 10328013; prev reg4 = 13058197
[3553] reg4 = 15498054; prev reg4 = 10328013
[3554] reg4 = 815285; prev reg4 = 15498054
[3555] reg4 = 16686367; prev reg4 = 815285
[3556] reg4 = 1136168; prev reg4 = 16686367
[3557] reg4 = 6619722; prev reg4 = 1136168
[3558] reg4 = 8247224; prev reg4 = 6619722
[3559] reg4 = 6744407; prev reg4 = 8247224
[3560] reg4 = 11108276; prev reg4 = 6744407
[3561] reg4 = 4114135; prev reg4 = 11108276
[3562] reg4 = 6754609; prev reg4 = 4114135
[3563] reg4 = 11435850; prev reg4 = 6754609
